platform,customer_id,customer_city,customer_state,customer_pincode,customer_registration_date,customer_segment
Zepto,C00043,Delhi,Delhi,,2024-03-05,
Zepto,C00044,Hyderabad,Telangana,,2024-11-16,
Zepto,C00045,Chennai,Tamil Nadu,,2024-04-13,
Zepto,C00046,Delhi,Delhi,,2023-03-17,
Zepto,C00047,Delhi,Delhi,,2023-09-08,
Zepto,C00048,Chennai,Tamil Nadu,,2024-09-18,
Zepto,C00049,Delhi,Delhi,,2023-05-18,
Zepto,C00050,Chennai,Tamil Nadu,,2023-10-16,
Zepto,C00051,Chennai,Tamil Nadu,,2024-06-01,
Zepto,C00052,Chennai,Tamil Nadu,,2023-02-15,
Zepto,C00053,Bengaluru,Karnataka,,2024-03-28,
Zepto,C00054,Bengaluru,Karnataka,,2024-07-12,
Zepto,C00055,Bengaluru,Karnataka,,2023-02-12,
Zepto,C00056,Hyderabad,Telangana,,2024-11-13,
Zepto,C00057,Lucknow,Uttar Pradesh,,2023-06-08,
Zepto,C00058,Bengaluru,Karnataka,,2023-12-07,
Zepto,C00059,Kolkata,West Bengal,,2023-02-09,
Zepto,C00060,Pune,Maharashtra,,2023-11-09,
Zepto,C00061,Pune,Maharashtra,,2023-10-13,
Zepto,C00062,Jaipur,Rajasthan,,2023-12-06,
Zepto,C00063,Mumbai,Maharashtra,,2023-04-22,
Zepto,C00064,Kolkata,West Bengal,,2024-09-12,
Zepto,C00065,Chennai,Tamil Nadu,,2023-02-15,
Zepto,C00066,Hyderabad,Telangana,,2024-01-08,
Zepto,C00067,Delhi,Delhi,,2023-11-04,
Zepto,C00068,Jaipur,Rajasthan,,2023-05-11,
Zepto,C00069,Lucknow,Uttar Pradesh,,2024-08-05,
Zepto,C00070,Chennai,Tamil Nadu,,2023-08-04,
Zepto,C00071,Ahmedabad,Gujarat,,2024-03-28,
Zepto,C00072,Delhi,Delhi,,2023-10-18,
Zepto,C00073,Chennai,Tamil Nadu,,2023-08-19,
Zepto,C00074,Lucknow,Uttar Pradesh,,2023-03-16,
Zepto,C00075,Ahmedabad,Gujarat,,2024-02-14,
Zepto,C00076,Kolkata,West Bengal,,2023-08-13,
Zepto,C00077,Delhi,Delhi,,2024-04-12,
Zepto,C00078,Pune,Maharashtra,,2024-03-29,
Zepto,C00079,Ahmedabad,Gujarat,,2023-06-12,
Zepto,C00080,Chennai,Tamil Nadu,,2024-06-17,
Zepto,C00081,Hyderabad,Telangana,,2023-10-06,
Zepto,C00082,Hyderabad,Telangana,,2024-01-28,
Zepto,C00083,Jaipur,Rajasthan,,2024-04-22,
Zepto,C00084,Lucknow,Uttar Pradesh,,2024-12-13,
Zepto,C00085,Chennai,Tamil Nadu,,2024-02-04,
Zepto,C00086,Ahmedabad,Gujarat,,2023-08-13,
Zepto,C00087,Kolkata,West Bengal,,2023-06-19,
Zepto,C00088,Lucknow,Uttar Pradesh,,2024-07-31,
Zepto,C00089,Bengaluru,Karnataka,,2023-02-21,
Zepto,C00090,Pune,Maharashtra,,2024-01-24,
Zepto,C00091,Mumbai,Maharashtra,,2024-07-06,
Zepto,C00092,Mumbai,Maharashtra,,2023-02-01,
Zepto,C00093,Bengaluru,Karnataka,,2024-04-29,
Zepto,C00094,Pune,Maharashtra,,2023-06-21,
Zepto,C00095,Chennai,Tamil Nadu,,2023-04-21,
Zepto,C00096,Kolkata,West Bengal,,2023-07-23,
Zepto,C00097,Lucknow,Uttar Pradesh,,2023-05-04,
Zepto,C00098,Pune,Maharashtra,,2023-03-12,
Zepto,C00099,Delhi,Delhi,,2024-03-19,
Zepto,C00100,Chennai,Tamil Nadu,,2024-09-22,
Zepto,C00101,Chennai,Tamil Nadu,,2023-11-27,
Zepto,C00102,Ahmedabad,Gujarat,,2024-08-06,
Zepto,C00103,Bengaluru,Karnataka,,2024-05-14,
Zepto,C00104,Chennai,Tamil Nadu,,2024-07-23,
Zepto,C00105,Ahmedabad,Gujarat,,2024-07-22,
Zepto,C00106,Delhi,Delhi,,2023-10-29,
Zepto,C00107,Pune,Maharashtra,,2024-04-29,
Zepto,C00108,Pune,Maharashtra,,2023-12-27,
Zepto,C00109,Hyderabad,Telangana,,2023-11-20,
Zepto,C00110,Chennai,Tamil Nadu,,2024-08-26,
Zepto,C00111,Chennai,Tamil Nadu,,2023-08-21,
Zepto,C00112,Bengaluru,Karnataka,,2023-10-08,
Zepto,C00113,Ahmedabad,Gujarat,,2023-04-16,
Zepto,C00114,Pune,Maharashtra,,2023-07-08,
Zepto,C00115,Kolkata,West Bengal,,2024-05-18,
Zepto,C00116,Chennai,Tamil Nadu,,2023-03-29,
Zepto,C00117,Lucknow,Uttar Pradesh,,2024-09-25,
Zepto,C00118,Chennai,Tamil Nadu,,2024-08-25,
Zepto,C00119,Delhi,Delhi,,2023-08-01,
Zepto,C00120,Jaipur,Rajasthan,,2023-03-18,
Zepto,C00121,Ahmedabad,Gujarat,,2023-10-26,
Zepto,C00122,Delhi,Delhi,,2024-12-04,
Zepto,C00123,Kolkata,West Bengal,,2023-04-28,
Zepto,C00124,Delhi,Delhi,,2023-03-03,
Zepto,C00125,Chennai,Tamil Nadu,,2024-03-25,
Zepto,C00126,Jaipur,Rajasthan,,2024-07-06,
Zepto,C00127,Pune,Maharashtra,,2024-09-10,
Zepto,C00128,Lucknow,Uttar Pradesh,,2023-01-22,
Zepto,C00129,Ahmedabad,Gujarat,,2024-06-15,
Zepto,C00130,Ahmedabad,Gujarat,,2023-04-04,
Zepto,C00131,Delhi,Delhi,,2023-06-14,
Zepto,C00132,Jaipur,Rajasthan,,2023-02-07,
Zepto,C00133,Kolkata,West Bengal,,2024-06-10,
Zepto,C00134,Jaipur,Rajasthan,,2024-01-06,
Zepto,C00135,Chennai,Tamil Nadu,,2024-07-16,
Zepto,C00136,Delhi,Delhi,,2023-01-30,
Zepto,C00137,Jaipur,Rajasthan,,2024-02-22,
Zepto,C00138,Bengaluru,Karnataka,,2024-05-25,
Zepto,C00139,Ahmedabad,Gujarat,,2023-09-07,
Zepto,C00140,Jaipur,Rajasthan,,2023-05-20,
Zepto,C00141,Chennai,Tamil Nadu,,2023-01-03,
Zepto,C00142,Ahmedabad,Gujarat,,2023-06-02,
Zepto,C00143,Jaipur,Rajasthan,,2024-01-22,
Zepto,C00144,Lucknow,Uttar Pradesh,,2024-01-28,
Zepto,C00145,Kolkata,West Bengal,,2024-01-31,
Zepto,C00146,Pune,Maharashtra,,2023-04-13,
Zepto,C00147,Bengaluru,Karnataka,,2024-02-24,
Zepto,C00148,Pune,Maharashtra,,2024-09-30,
Zepto,C00149,Kolkata,West Bengal,,2023-11-21,
Zepto,C00150,Chennai,Tamil Nadu,,2023-08-21,
Zepto,C00151,Ahmedabad,Gujarat,,2023-06-20,
Zepto,C00152,Chennai,Tamil Nadu,,2024-01-03,
Zepto,C00153,Lucknow,Uttar Pradesh,,2024-11-29,
Zepto,C00154,Lucknow,Uttar Pradesh,,2024-11-30,
Zepto,C00155,Chennai,Tamil Nadu,,2024-04-15,
Zepto,C00156,Bengaluru,Karnataka,,2023-03-17,
Zepto,C00157,Chennai,Tamil Nadu,,2024-04-12,
Zepto,C00158,Hyderabad,Telangana,,2024-01-26,
Zepto,C00159,Mumbai,Maharashtra,,2024-11-05,
Zepto,C00160,Lucknow,Uttar Pradesh,,2024-05-23,
Zepto,C00161,Hyderabad,Telangana,,2024-09-27,
Zepto,C00162,Mumbai,Maharashtra,,2023-11-13,
Zepto,C00163,Delhi,Delhi,,2023-10-30,
Zepto,C00164,Pune,Maharashtra,,2024-06-27,
Zepto,C00165,Chennai,Tamil Nadu,,2023-12-13,
Zepto,C00166,Kolkata,West Bengal,,2024-07-24,
Zepto,C00167,Delhi,Delhi,,2024-04-10,
Zepto,C00168,Pune,Maharashtra,,2023-04-21,
Zepto,C00169,Pune,Maharashtra,,2024-09-16,
Zepto,C00170,Kolkata,West Bengal,,2023-04-30,
Zepto,C00171,Delhi,Delhi,,2023-04-10,
Zepto,C00172,Jaipur,Rajasthan,,2024-03-05,
Zepto,C00173,Lucknow,Uttar Pradesh,,2024-02-22,
Zepto,C00174,Hyderabad,Telangana,,2024-01-07,
Zepto,C00175,Pune,Maharashtra,,2023-03-04,
Zepto,C00176,Delhi,Delhi,,2024-11-09,
Zepto,C00177,Hyderabad,Telangana,,2023-05-09,
Zepto,C00178,Hyderabad,Telangana,,2024-08-23,
Zepto,C00179,Mumbai,Maharashtra,,2023-10-11,
Zepto,C00180,Delhi,Delhi,,2024-11-07,
Zepto,C00181,Lucknow,Uttar Pradesh,,2023-11-28,
Zepto,C00182,Jaipur,Rajasthan,,2023-04-27,
Zepto,C00183,Lucknow,Uttar Pradesh,,2023-04-22,
Zepto,C00184,Jaipur,Rajasthan,,2023-11-05,
Zepto,C00185,Kolkata,West Bengal,,2024-12-03,
Zepto,C00186,Pune,Maharashtra,,2024-09-14,
Zepto,C00187,Lucknow,Uttar Pradesh,,2024-07-15,
Zepto,C00188,Jaipur,Rajasthan,,2024-09-11,
Zepto,C00189,Jaipur,Rajasthan,,2023-08-09,
Zepto,C00190,Kolkata,West Bengal,,2024-03-01,
Zepto,C00191,Pune,Maharashtra,,2023-06-06,
Zepto,C00192,Kolkata,West Bengal,,2023-04-09,
Zepto,C00193,Jaipur,Rajasthan,,2023-12-04,
Zepto,C00194,Mumbai,Maharashtra,,2023-10-22,
Zepto,C00195,Hyderabad,Telangana,,2023-06-08,
Zepto,C00196,Pune,Maharashtra,,2023-04-28,
Zepto,C00197,Lucknow,Uttar Pradesh,,2024-09-20,
Zepto,C00198,Mumbai,Maharashtra,,2023-07-04,
Zepto,C00199,Bengaluru,Karnataka,,2024-08-02,
Zepto,C00200,Delhi,Delhi,,2024-06-27,
Zepto,C00201,Pune,Maharashtra,,2023-11-16,
Zepto,C00202,Bengaluru,Karnataka,,2023-06-11,
Zepto,C00203,Kolkata,West Bengal,,2024-05-12,
Zepto,C00204,Delhi,Delhi,,2023-12-20,
Zepto,C00205,Ahmedabad,Gujarat,,2024-06-23,
Zepto,C00206,Mumbai,Maharashtra,,2023-01-08,
Zepto,C00207,Chennai,Tamil Nadu,,2023-12-02,
Zepto,C00208,Bengaluru,Karnataka,,2024-01-25,
Zepto,C00209,Pune,Maharashtra,,2023-03-15,
Zepto,C00210,Pune,Maharashtra,,2024-08-12,
Zepto,C00211,Chennai,Tamil Nadu,,2023-04-28,
Zepto,C00212,Ahmedabad,Gujarat,,2024-12-07,
Zepto,C00213,Kolkata,West Bengal,,2024-08-26,
Zepto,C00214,Pune,Maharashtra,,2023-08-15,
Zepto,C00215,Jaipur,Rajasthan,,2024-06-06,
Zepto,C00216,Bengaluru,Karnataka,,2023-08-30,
Zepto,C00217,Bengaluru,Karnataka,,2024-11-02,
Zepto,C00218,Lucknow,Uttar Pradesh,,2024-04-04,
Zepto,C00219,Pune,Maharashtra,,2023-06-04,
Zepto,C00220,Chennai,Tamil Nadu,,2024-08-28,
Zepto,C00221,Ahmedabad,Gujarat,,2023-02-08,
Zepto,C00222,Lucknow,Uttar Pradesh,,2024-08-31,
Zepto,C00223,Ahmedabad,Gujarat,,2024-08-08,
Zepto,C00224,Mumbai,Maharashtra,,2024-04-06,
Zepto,C00225,Mumbai,Maharashtra,,2023-09-11,
Zepto,C00226,Pune,Maharashtra,,2024-01-17,
Zepto,C00227,Mumbai,Maharashtra,,2024-10-08,
Zepto,C00228,Chennai,Tamil Nadu,,2023-09-16,
Zepto,C00229,Bengaluru,Karnataka,,2023-12-25,
Zepto,C00230,Chennai,Tamil Nadu,,2024-07-26,
Zepto,C00231,Delhi,Delhi,,2024-10-23,
Zepto,C00232,Bengaluru,Karnataka,,2023-08-08,
Zepto,C00233,Bengaluru,Karnataka,,2023-03-21,
Zepto,C00234,Mumbai,Maharashtra,,2024-11-08,
Zepto,C00235,Bengaluru,Karnataka,,2023-07-05,
Zepto,C00236,Hyderabad,Telangana,,2024-03-30,
Zepto,C00237,Chennai,Tamil Nadu,,2024-04-25,
Zepto,C00238,Chennai,Tamil Nadu,,2024-01-27,
Zepto,C00239,Lucknow,Uttar Pradesh,,2023-05-22,
Zepto,C00240,Delhi,Delhi,,2024-12-29,
Zepto,C00241,Chennai,Tamil Nadu,,2024-04-05,
Zepto,C00242,Ahmedabad,Gujarat,,2023-12-24,
Zepto,C00243,Hyderabad,Telangana,,2024-01-31,
Zepto,C00244,Pune,Maharashtra,,2023-05-30,
Zepto,C00245,Bengaluru,Karnataka,,2024-12-23,
Zepto,C00246,Chennai,Tamil Nadu,,2023-08-09,
Zepto,C00247,Chennai,Tamil Nadu,,2023-09-01,
Zepto,C00248,Lucknow,Uttar Pradesh,,2024-04-13,
Zepto,C00249,Jaipur,Rajasthan,,2024-08-11,
Zepto,C00250,Pune,Maharashtra,,2023-09-04,
Zepto,C00251,Jaipur,Rajasthan,,2024-01-05,
Zepto,C00252,Jaipur,Rajasthan,,2023-01-21,
Zepto,C00253,Chennai,Tamil Nadu,,2023-01-17,
Zepto,C00254,Delhi,Delhi,,2024-08-18,
Zepto,C00255,Bengaluru,Karnataka,,2024-12-02,
Zepto,C00256,Ahmedabad,Gujarat,,2023-02-07,
Zepto,C00257,Pune,Maharashtra,,2023-11-14,
Zepto,C00258,Hyderabad,Telangana,,2023-10-20,
Zepto,C00259,Kolkata,West Bengal,,2024-02-14,
Zepto,C00260,Ahmedabad,Gujarat,,2024-01-12,
Zepto,C00261,Kolkata,West Bengal,,2024-09-08,
Zepto,C00262,Pune,Maharashtra,,2024-11-07,
Zepto,C00263,Bengaluru,Karnataka,,2024-12-07,
Zepto,C00264,Lucknow,Uttar Pradesh,,2024-03-21,
Zepto,C00265,Pune,Maharashtra,,2024-06-09,
Zepto,C00266,Mumbai,Maharashtra,,2023-05-10,
Zepto,C00267,Mumbai,Maharashtra,,2024-09-11,
Zepto,C00268,Lucknow,Uttar Pradesh,,2023-05-21,
Zepto,C00269,Hyderabad,Telangana,,2023-04-27,
Zepto,C00270,Delhi,Delhi,,2023-09-26,
Zepto,C00271,Ahmedabad,Gujarat,,2023-07-24,
Zepto,C00272,Delhi,Delhi,,2024-11-29,
Zepto,C00273,Chennai,Tamil Nadu,,2023-06-11,
Zepto,C00274,Bengaluru,Karnataka,,2023-08-31,
Zepto,C00275,Ahmedabad,Gujarat,,2024-07-18,
Zepto,C00276,Ahmedabad,Gujarat,,2024-06-22,
Zepto,C00277,Delhi,Delhi,,2024-04-05,
Zepto,C00278,Lucknow,Uttar Pradesh,,2023-07-06,
Zepto,C00279,Delhi,Delhi,,2024-06-14,
Zepto,C00280,Pune,Maharashtra,,2024-06-15,
Zepto,C00281,Chennai,Tamil Nadu,,2023-05-09,
Zepto,C00282,Bengaluru,Karnataka,,2024-08-29,
Zepto,C00283,Pune,Maharashtra,,2024-07-31,
Zepto,C00284,Lucknow,Uttar Pradesh,,2023-09-29,
Zepto,C00285,Ahmedabad,Gujarat,,2024-10-04,
Zepto,C00286,Chennai,Tamil Nadu,,2024-04-09,
Zepto,C00287,Ahmedabad,Gujarat,,2023-07-28,
Zepto,C00288,Pune,Maharashtra,,2024-02-13,
Zepto,C00289,Hyderabad,Telangana,,2024-04-22,
Zepto,C00290,Mumbai,Maharashtra,,2023-10-25,
Zepto,C00291,Pune,Maharashtra,,2024-08-14,
Zepto,C00292,Ahmedabad,Gujarat,,2024-05-25,
Zepto,C00293,Jaipur,Rajasthan,,2024-04-13,
Zepto,C00294,Chennai,Tamil Nadu,,2024-05-21,
Zepto,C00295,Kolkata,West Bengal,,2023-05-18,
Zepto,C00296,Mumbai,Maharashtra,,2024-08-06,
Zepto,C00297,Kolkata,West Bengal,,2024-05-31,
Zepto,C00298,Lucknow,Uttar Pradesh,,2023-05-02,
Zepto,C00299,Jaipur,Rajasthan,,2024-01-10,
Zepto,C00300,Mumbai,Maharashtra,,2023-02-16,
Zepto,C00301,Ahmedabad,Gujarat,,2023-06-02,
Zepto,C00302,Pune,Maharashtra,,2023-06-16,
Zepto,C00303,Jaipur,Rajasthan,,2024-06-29,
Zepto,C00304,Pune,Maharashtra,,2023-12-06,
Zepto,C00305,Mumbai,Maharashtra,,2024-09-03,
Zepto,C00306,Lucknow,Uttar Pradesh,,2024-05-06,
Zepto,C00307,Mumbai,Maharashtra,,2024-08-09,
Zepto,C00308,Bengaluru,Karnataka,,2024-02-27,
Zepto,C00309,Mumbai,Maharashtra,,2024-12-23,
Zepto,C00310,Ahmedabad,Gujarat,,2024-06-22,
Zepto,C00311,Pune,Maharashtra,,2024-07-13,
Zepto,C00312,Chennai,Tamil Nadu,,2024-07-25,
Zepto,C00313,Ahmedabad,Gujarat,,2023-11-21,
Zepto,C00314,Chennai,Tamil Nadu,,2023-05-05,
Zepto,C00315,Pune,Maharashtra,,2023-05-30,
Zepto,C00316,Pune,Maharashtra,,2024-03-28,
Zepto,C00317,Chennai,Tamil Nadu,,2024-07-29,
Zepto,C00318,Hyderabad,Telangana,,2023-09-06,
Zepto,C00319,Delhi,Delhi,,2024-02-28,
Zepto,C00320,Mumbai,Maharashtra,,2024-07-17,
Zepto,C00321,Chennai,Tamil Nadu,,2023-11-25,
Zepto,C00322,Jaipur,Rajasthan,,2023-02-08,
Zepto,C00323,Kolkata,West Bengal,,2024-05-22,
Zepto,C00324,Lucknow,Uttar Pradesh,,2023-04-20,
Zepto,C00325,Jaipur,Rajasthan,,2024-05-20,
Zepto,C00326,Pune,Maharashtra,,2023-06-16,
Zepto,C00327,Chennai,Tamil Nadu,,2024-08-04,
Zepto,C00328,Pune,Maharashtra,,2023-03-30,
Zepto,C00329,Pune,Maharashtra,,2023-09-12,
Zepto,C00330,Pune,Maharashtra,,2023-11-06,
Zepto,C00331,Hyderabad,Telangana,,2023-03-05,
Zepto,C00332,Chennai,Tamil Nadu,,2024-12-07,
Zepto,C00333,Bengaluru,Karnataka,,2024-05-04,
Zepto,C00334,Ahmedabad,Gujarat,,2024-07-04,
Zepto,C00335,Jaipur,Rajasthan,,2024-04-02,
Zepto,C00336,Mumbai,Maharashtra,,2024-07-14,
Zepto,C00337,Pune,Maharashtra,,2024-06-16,
Zepto,C00338,Delhi,Delhi,,2024-06-06,
Zepto,C00339,Ahmedabad,Gujarat,,2024-07-31,
Zepto,C00340,Mumbai,Maharashtra,,2024-02-10,
Zepto,C00341,Kolkata,West Bengal,,2023-12-19,
Zepto,C00342,Ahmedabad,Gujarat,,2023-02-02,
Zepto,C00343,Kolkata,West Bengal,,2024-01-19,
Zepto,C00344,Jaipur,Rajasthan,,2023-05-17,
Zepto,C00345,Jaipur,Rajasthan,,2023-05-11,
Zepto,C00346,Jaipur,Rajasthan,,2024-03-10,
Zepto,C00347,Bengaluru,Karnataka,,2023-10-10,
Zepto,C00348,Lucknow,Uttar Pradesh,,2023-01-17,
Zepto,C00349,Ahmedabad,Gujarat,,2024-09-04,
Zepto,C00350,Jaipur,Rajasthan,,2023-08-11,
Zepto,C00351,Lucknow,Uttar Pradesh,,2023-11-23,
Zepto,C00352,Jaipur,Rajasthan,,2023-08-15,
Zepto,C00353,Bengaluru,Karnataka,,2024-10-03,
Zepto,C00354,Kolkata,West Bengal,,2024-06-21,
Zepto,C00355,Bengaluru,Karnataka,,2024-07-04,
Zepto,C00356,Ahmedabad,Gujarat,,2023-03-01,
Zepto,C00357,Kolkata,West Bengal,,2023-09-06,
Zepto,C00358,Pune,Maharashtra,,2023-04-05,
Zepto,C00359,Lucknow,Uttar Pradesh,,2023-02-10,
Zepto,C00360,Hyderabad,Telangana,,2024-05-05,
Zepto,C00361,Hyderabad,Telangana,,2023-07-14,
Zepto,C00362,Kolkata,West Bengal,,2023-09-03,
Zepto,C00363,Pune,Maharashtra,,2023-11-12,
Zepto,C00364,Delhi,Delhi,,2024-04-25,
Zepto,C00365,Lucknow,Uttar Pradesh,,2023-08-15,
Zepto,C00366,Lucknow,Uttar Pradesh,,2024-03-03,
Zepto,C00367,Lucknow,Uttar Pradesh,,2023-09-09,
Zepto,C00368,Ahmedabad,Gujarat,,2024-04-16,
Zepto,C00369,Ahmedabad,Gujarat,,2023-07-08,
Zepto,C00370,Mumbai,Maharashtra,,2023-01-07,
Zepto,C00371,Mumbai,Maharashtra,,2023-08-12,
Zepto,C00372,Lucknow,Uttar Pradesh,,2024-05-09,
Zepto,C00373,Mumbai,Maharashtra,,2023-01-18,
Zepto,C00374,Jaipur,Rajasthan,,2024-12-15,
Zepto,C00375,Bengaluru,Karnataka,,2023-09-04,
Zepto,C00376,Chennai,Tamil Nadu,,2024-02-11,
Zepto,C00377,Hyderabad,Telangana,,2023-11-04,
Zepto,C00378,Jaipur,Rajasthan,,2024-05-02,
Zepto,C00379,Pune,Maharashtra,,2024-08-02,
Zepto,C00380,Ahmedabad,Gujarat,,2023-10-05,
Zepto,C00381,Mumbai,Maharashtra,,2023-07-03,
Zepto,C00382,Delhi,Delhi,,2023-11-03,
Zepto,C00383,Jaipur,Rajasthan,,2023-12-06,
Zepto,C00384,Mumbai,Maharashtra,,2023-04-11,
Zepto,C00385,Lucknow,Uttar Pradesh,,2024-02-11,
Zepto,C00386,Ahmedabad,Gujarat,,2023-08-22,
Zepto,C00387,Kolkata,West Bengal,,2023-03-29,
Zepto,C00388,Chennai,Tamil Nadu,,2023-06-07,
Zepto,C00389,Delhi,Delhi,,2023-01-06,
Zepto,C00390,Bengaluru,Karnataka,,2023-03-31,
Zepto,C00391,Kolkata,West Bengal,,2023-04-16,
Zepto,C00392,Lucknow,Uttar Pradesh,,2023-11-29,
Zepto,C00393,Jaipur,Rajasthan,,2023-09-06,
Zepto,C00394,Bengaluru,Karnataka,,2023-10-03,
Zepto,C00395,Kolkata,West Bengal,,2023-10-10,
Zepto,C00396,Chennai,Tamil Nadu,,2023-09-10,
Zepto,C00397,Chennai,Tamil Nadu,,2023-01-07,
Zepto,C00398,Ahmedabad,Gujarat,,2023-12-09,
Zepto,C00399,Hyderabad,Telangana,,2024-05-05,
Zepto,C00400,Ahmedabad,Gujarat,,2024-08-12,
Zepto,C00401,Pune,Maharashtra,,2023-04-27,
Zepto,C00402,Jaipur,Rajasthan,,2023-01-28,
Zepto,C00403,Kolkata,West Bengal,,2024-11-20,
Zepto,C00404,Bengaluru,Karnataka,,2024-03-09,
Zepto,C00405,Lucknow,Uttar Pradesh,,2024-02-15,
Zepto,C00406,Jaipur,Rajasthan,,2024-08-31,
Zepto,C00407,Bengaluru,Karnataka,,2024-10-24,
Zepto,C00408,Kolkata,West Bengal,,2023-12-06,
Zepto,C00409,Jaipur,Rajasthan,,2024-06-15,
Zepto,C00410,Kolkata,West Bengal,,2024-04-19,
Zepto,C00411,Ahmedabad,Gujarat,,2023-04-18,
Zepto,C00412,Pune,Maharashtra,,2023-11-16,
Zepto,C00413,Ahmedabad,Gujarat,,2023-04-10,
Zepto,C00414,Delhi,Delhi,,2023-01-24,
Zepto,C00415,Jaipur,Rajasthan,,2023-06-28,
Zepto,C00416,Hyderabad,Telangana,,2024-02-19,
Zepto,C00417,Hyderabad,Telangana,,2024-04-05,
Zepto,C00418,Hyderabad,Telangana,,2023-10-13,
Zepto,C00419,Bengaluru,Karnataka,,2024-01-10,
Zepto,C00420,Ahmedabad,Gujarat,,2024-06-24,
Zepto,C00421,Delhi,Delhi,,2023-12-23,
Zepto,C00422,Lucknow,Uttar Pradesh,,2024-08-27,
Zepto,C00423,Delhi,Delhi,,2023-07-07,
Zepto,C00424,Bengaluru,Karnataka,,2024-08-11,
Zepto,C00425,Bengaluru,Karnataka,,2024-07-22,
Zepto,C00426,Ahmedabad,Gujarat,,2024-09-26,
Zepto,C00427,Kolkata,West Bengal,,2024-07-29,
Zepto,C00428,Ahmedabad,Gujarat,,2024-05-15,
Zepto,C00429,Chennai,Tamil Nadu,,2023-02-03,
Zepto,C00430,Lucknow,Uttar Pradesh,,2024-05-22,
Zepto,C00431,Jaipur,Rajasthan,,2024-01-11,
Zepto,C00432,Delhi,Delhi,,2024-10-31,
Zepto,C00433,Delhi,Delhi,,2024-03-25,
Zepto,C00434,Pune,Maharashtra,,2024-12-28,
Zepto,C00435,Hyderabad,Telangana,,2023-03-02,
Zepto,C00436,Bengaluru,Karnataka,,2023-11-28,
Zepto,C00437,Delhi,Delhi,,2023-05-19,
Zepto,C00438,Bengaluru,Karnataka,,2023-09-13,
Zepto,C00439,Ahmedabad,Gujarat,,2023-05-26,
Zepto,C00440,Delhi,Delhi,,2024-02-17,
Zepto,C00441,Pune,Maharashtra,,2024-08-18,
Zepto,C00442,Delhi,Delhi,,2024-07-01,
Zepto,C00443,Chennai,Tamil Nadu,,2023-11-27,
Zepto,C00444,Ahmedabad,Gujarat,,2023-12-18,
Zepto,C00445,Mumbai,Maharashtra,,2023-05-08,
Zepto,C00446,Hyderabad,Telangana,,2024-12-06,
Zepto,C00447,Delhi,Delhi,,2024-11-01,
Zepto,C00448,Bengaluru,Karnataka,,2023-02-23,
Zepto,C00449,Delhi,Delhi,,2023-01-02,
Zepto,C00450,Jaipur,Rajasthan,,2024-11-27,
Zepto,C00451,Kolkata,West Bengal,,2024-12-11,
Zepto,C00452,Delhi,Delhi,,2023-04-16,
